descricao;preco;ano;km_rodado;localizacao
Fiat Palio 1.4 Attractive Flex 5p;40.900;2016;128.000 Km;Santa Mônica - Uberlândia
Ford Ecosport 1.6 Freestyle 16v Flex 4p Manual;60.900;2017;128.000 Km;Santa Mônica - Uberlândia
Ford Fiesta 1.0 Flex 5p;29.900;2014;128.000 Km;Santa Mônica - Uberlândia
Fiat Palio 1.0 Attractive Flex 5p;37.900;2014;128.000 Km;Santa Mônica - Uberlândia
Volkswagen Gol 1.0 Trend Total Flex 5p;32.900;2013;128.000 Km;Santa Mônica - Uberlândia
Ford Fiesta 1.6 Fly Flex 5p;29.900;2012;128.000 Km;Santa Mônica - Uberlândia
Chevrolet Prisma 1.4 Mpfi Lt 8v Flex 4p Manual;64.900;2019;128.000 Km;Santa Mônica - Uberlândia
Nissan March 1.0 S 12v Flex 4p Manual;36.900;2015;128.000 Km;Santa Mônica - Uberlândia
Hyundai Ix35 2.0 Mpfi Gls 4x2 16v Gasolina 4p Automático;64.700;2012;128.000 Km;Santa Mônica - Uberlândia
Ford Fiesta 1.6 16v Se Flex 5p;25.900;2011;128.000 Km;Santa Mônica - Uberlândia
Fiat Argo 1.0 Drive Flex 5p;63.900;2022;128.000 Km;Santa Mônica - Uberlândia
Renault Logan 1.0 12v Sce Flex Authentique Manual;35.990;2018;128.000 Km;Santa Mônica - Uberlândia
Kia Sportage Sportage Lx 2.0 16v/ 2.0 16v Flex  Aut.;94.990;2017;128.000 Km;Santa Mônica - Uberlândia
Renault Captur Captur Intense 1.6 16v Flex 5p Aut.;74.990;2019;128.000 Km;Santa Mônica - Uberlândia
Renault Duster Duster Dynamique 1.6 Flex 16v Mec.;59.990;2016;128.000 Km;Santa Mônica - Uberlândia
Renault Sandero Sandero Expression Hi-power 1.0 16v 5p;36.990;2015;128.000 Km;Santa Mônica - Uberlândia
Mercedes-benz Gla 200 1.6 Cgi Style 16v Turbo Flex 4p Automático;99.900;2016;128.000 Km;Santa Mônica - Uberlândia
Fiat Strada 1.3 Freedom Cab. Cs Plus Flex 2p;89.900;2023;128.000 Km;Santa Mônica - Uberlândia
Ford Ecosport Se 1.5 12v Flex 5p Mec.;70.980;2019;128.000 Km;Santa Mônica - Uberlândia
Chevrolet Onix 1.0 Lt 5p;50.800;2018;128.000 Km;Santa Mônica - Uberlândia
Mitsubishi Outlander Mmc  3.0 Gt;106.900;2016;128.000 Km;Santa Mônica - Uberlândia
Hyundai Ix35 Gl 2.0 16v 2wd Flex Aut.;88.000;2018;128.000 Km;Santa Mônica - Uberlândia
Volkswagen Voyage 1.6 Mi 8v Flex 4p Manual;34.900;2013;128.000 Km;Santa Mônica - Uberlândia
Renault Sandero 1.6 Stepway 16v Flex 4p Automático;36.900;2013;128.000 Km;Santa Mônica - Uberlândia
Fiat Argo 1.0 Flex 5p;53.900;2020;128.000 Km;Santa Mônica - Uberlândia
Hyundai Hb20 1.0 12v Flex Limited Manual;70.900;2023;128.000 Km;Santa Mônica - Uberlândia
Fiat Siena 1.3 Mpi Fire Elx 8v Flex 4p Manual;29.900;2005;128.000 Km;Santa Mônica - Uberlândia
Jeep Renegade 1.3 T270 Turbo Flex Longitude At6;105.990;2023;128.000 Km;Santa Mônica - Uberlândia
Volkswagen Virtus 1.0 200 Tsi Highline Automático;90.590;2020;128.000 Km;Santa Mônica - Uberlândia
Chevrolet Onix 1.0 Flex Manual;67.990;2023;128.000 Km;Santa Mônica - Uberlândia
Hyundai Hb20 1.0 12v Flex Sense Manual;62.490;2023;128.000 Km;Santa Mônica - Uberlândia
Fiat Argo 1.0 Firefly Flex Drive Manual;67.290;2023;128.000 Km;Santa Mônica - Uberlândia
Fiat Argo 1.0 Firefly Flex Drive Manual;66.490;2023;128.000 Km;Santa Mônica - Uberlândia
Volkswagen T-cross 1.0 200 Tsi Aut. 5p 6 Marchas;98.000;2021;128.000 Km;Santa Mônica - Uberlândia
Renault Logan 1.0 12v Sce Flex Life Manual;48.900;2021;128.000 Km;Santa Mônica - Uberlândia
Chevrolet Onix Plus Joy Plus 1.0;54.900;2020;128.000 Km;Santa Mônica - Uberlândia
Hyundai Hb20 1.0 Unique Flex 5p;52.900;2019;85.000 Km;Cidade Nova - Belo Horizonte
Fiat Doblo 1.8 16v Essence 7l Flex 5p;72.000;2020;85.000 Km;Cidade Nova - Belo Horizonte
Ford Ka 1.0 Se Flex 4p;49.900;2019;85.000 Km;Cidade Nova - Belo Horizonte
Renault Kwid 1.0 12v Sce Flex Zen Manual;49.900;2022;85.000 Km;Cidade Nova - Belo Horizonte
Fiat Doblo 1.8 16v Essence 7l Flex 5p;67.900;2019;85.000 Km;Cidade Nova - Belo Horizonte
Fiat Mobi 1.0 Way Flex 5p;39.900;2017;85.000 Km;Cidade Nova - Belo Horizonte
Volkswagen T-cross 1.4 Highline 250 Tsi Aut. 5p;137.900;2023;85.000 Km;Cidade Nova - Belo Horizonte
Renault Duster 1.6 16v Dynamique Hi-flex 5p;49.900;2015;85.000 Km;Cidade Nova - Belo Horizonte
Chevrolet Corsa 1.4 Premium Econoflex 5p;26.990;2009;85.000 Km;Cidade Nova - Belo Horizonte
Fiat Fastback 1.0 Turbo 200 Flex Audace Cvt;119.000;2023;85.000 Km;Cidade Nova - Belo Horizonte
Fiat Punto Attractive;36.900;2012;85.000 Km;Cidade Nova - Belo Horizonte
Volkswagen Gol 1.0 Flex 12v 5p;54.890;2023;85.000 Km;Cidade Nova - Belo Horizonte
Hyundai Hb20 1.0 Comfort 12v Flex 4p Manual;49.990;2017;85.000 Km;Cidade Nova - Belo Horizonte
Chevrolet Prisma 1.4 Lt Aut. 4p;59.990;2017;85.000 Km;Cidade Nova - Belo Horizonte
Volkswagen Nivus 1.0 200 Tsi Total Flex Highline Automático;107.350;2022;85.000 Km;Cidade Nova - Belo Horizonte
Peugeot 208 1.2 Active Flex 5p;42.900;2018;85.000 Km;Cidade Nova - Belo Horizonte
Ford Ranger 2.3 Xls Sport 16v 4x2 Cs Gasolina 2p Manual;72.900;2012;85.000 Km;Cidade Nova - Belo Horizonte
Chevrolet Tracker 1.8 Ltz Aut. 5p;67.990;2014;85.000 Km;Cidade Nova - Belo Horizonte
Toyota Etios Cross 1.5 16v Flex 4p Manual;49.990;2016;85.000 Km;Cidade Nova - Belo Horizonte
Honda Hr-v 1.8 Lx Flex Aut. 5p;85.900;2017;85.000 Km;Cidade Nova - Belo Horizonte
Chevrolet Onix 1.0 Mpfi Lt 8v Flex 4p Manual;53.900;2019;85.000 Km;Cidade Nova - Belo Horizonte
Renault Kwid 1.0 12v Sce Flex Intense Manual;40.900;2018;85.000 Km;Cidade Nova - Belo Horizonte
Renault Kwid Zen 1.0 Flex 12v 5p Mec.;42.900;2020;85.000 Km;Cidade Nova - Belo Horizonte
Peugeot 208 1.6 Thp 16v Gt Flex 5p;74.900;2017;85.000 Km;Cidade Nova - Belo Horizonte
Renault Sandero Life10mt;47.990;2020;85.000 Km;Cidade Nova - Belo Horizonte
Hyundai Hb20s 1.6 Comfort Plus 16v Flex 4p Manual;52.900;2015;85.000 Km;Cidade Nova - Belo Horizonte
Honda Cr-v 2.0 Lx 4x2 16v Gasolina 4p Automático;49.990;2009;85.000 Km;Cidade Nova - Belo Horizonte
Nissan Versa 1.6 16v Sv 4p;51.000;2017;85.000 Km;Cidade Nova - Belo Horizonte
Chevrolet Cruze Sedan 1.8 Lt Ecotec 6 Aut. 4p;54.900;2013;85.000 Km;Cidade Nova - Belo Horizonte
Chevrolet Equinox 1.5 16v Turbo Gasolina Premier Awd Automático;159.990;2022;85.000 Km;Cidade Nova - Belo Horizonte
Ford Ka 1.5 Ti-vct Flex Se Manual;54.800;2020;85.000 Km;Cidade Nova - Belo Horizonte
Fiat Fiorino Furgão 1.4 Endurance Flex 4p;76.900;2021;85.000 Km;Cidade Nova - Belo Horizonte
Volkswagen Voyage 1.6 Vht Total Flex I-motion (new) 4p;38.900;2014;85.000 Km;Cidade Nova - Belo Horizonte
Jeep Compass 2.0 Longitude Flex Aut. 5p;109.900;2020;85.000 Km;Cidade Nova - Belo Horizonte
Fiat Strada 1.3 Freedom Cab. Cs Plus Flex 2p;96.900;2024;85.000 Km;Cidade Nova - Belo Horizonte
Volkswagen Cross Up! 1.0 Mpi 12v Flex 4p Manual;52.700;2017;85.000 Km;Cidade Nova - Belo Horizonte
Volkswagen Fox 1.6 Mi Rock In Rio 8v Flex 4p Manual;52.900;2016;85.000 Km;Cidade Nova - Belo Horizonte
Citroën C3 Citroën C3 Origine 1.5 8v (flex);35.900;2014;85.000 Km;Cidade Nova - Belo Horizonte
Jeep Compass 1.3 Longitude 80 Anos Turbo Flex Aut. (t270) 5p;131.200;2022;85.000 Km;Cidade Nova - Belo Horizonte
Volkswagen Virtus 1.0 200 Tsi Comfortline Automático;78.900;2020;85.000 Km;Cidade Nova - Belo Horizonte
Audi Q8 Audi Q8 3.0 Tfsi Performance Black Quattro S Tronic;430.000;2020;85.000 Km;Cidade Nova - Belo Horizonte
Chevrolet S-10 2.4 Lt 4x2 Cd 8v Flex 4p Manual;84.900;2013;85.000 Km;Cidade Nova - Belo Horizonte
Citroën Aircross 1.6 16v Flex Start Manual;48.900;2018;85.000 Km;Cidade Nova - Belo Horizonte
Citroën C4 Picasso 2.0 16v Gasolina 4p Automático;32.900;2011;85.000 Km;Cidade Nova - Belo Horizonte
Fiat Punto 1.6 16v Essence Flex 5p;40.900;2015;85.000 Km;Cidade Nova - Belo Horizonte
Porsche 718 Boxster Boxster;649.900;2024;85.000 Km;Cidade Nova - Belo Horizonte
Kia Sportage Ex2 Offg4;89.890;2015;85.000 Km;Cidade Nova - Belo Horizonte
Citroën C3 1.4 I Glx 8v Flex 4p Manual;28.990;2012;85.000 Km;Cidade Nova - Belo Horizonte
Hyundai Hb20 1.0 Comfort 12v Flex 4p Manual;43.990;2015;124.557 Km;Belo Horizonte
Renault Logan 1.0 Zen 12v 4p;55.900;2021;124.557 Km;Belo Horizonte
Hyundai Hb20 1.0 12v Flex Evolution Manual;67.900;2022;124.557 Km;Belo Horizonte
Ford Focus Sedan 2.0 S Flex Aut. 4p;49.900;2015;124.557 Km;Belo Horizonte
Volkswagen Gol 1.6 Msi Totalflex 4p Manual;53.600;2021;124.557 Km;Belo Horizonte
Hyundai Hb20s 1.0 Unique Flex 4p;53.900;2019;124.557 Km;Belo Horizonte
Fiat Grand Siena 1.6 Mpi Essence 16v Flex 4p Automatizado;45.900;2016;124.557 Km;Belo Horizonte
Volkswagen Gol Volkswagen Gol 1.6;54.900;2020;124.557 Km;Belo Horizonte
Kia Soul 1.6 Ex 16v Flex 4p Automático;42.990;2012;124.557 Km;Belo Horizonte
Fiat Argo Hgt 1.8 At6;65.900;2018;124.557 Km;Belo Horizonte
Ford Fiesta Ford Fiesta Hatch 1.6 (flex);28.900;2011;124.557 Km;Belo Horizonte
Toyota Hilux Sw4 2.8 Srx 4x4 16v Turbo Intercooler Diesel 4p Automático;245.990;2018;124.557 Km;Belo Horizonte
Kia Sportage Lx2 Offg4;75.900;2015;124.557 Km;Belo Horizonte
Fiat Palio 1.6 Trekking Weekend 16v Flex 4p Manual;36.900;2013;124.557 Km;Belo Horizonte
Audi A4 2.0 Prestige Tfsi S-tronic 4p;139.900;2019;124.557 Km;Belo Horizonte
Ford Ka Hatch Se 1.0 C;49.990;2020;124.557 Km;Belo Horizonte
Land Rover Discovery 3.0 V6 Td6 Diesel Se 4wd Automático;298.990;2019;124.557 Km;Belo Horizonte
Ford Fiesta 1.6 8v Flex/class 1.6 8v Flex 5p;30.900;2011;124.557 Km;Belo Horizonte
Jeep Compass 2.0 Sport Flex Aut. 5p;87.900;2017;124.557 Km;Belo Horizonte
Fiat Toro 1.3 Freedom 16v Turbo Flex 4x2 Aut. 4p;117.500;2022;124.557 Km;Belo Horizonte
Fiat Argo 1.3 Trekking Flex 5p;71.900;2020;124.557 Km;Belo Horizonte
Volkswagen Gol 1.0 Mi City 8v Flex 4p Manual;39.700;2015;124.557 Km;Belo Horizonte
Land Rover Range Rover Evoque 2.0 Prestige Tech 4wd 16v Gasolina 4p Automático;105.900;2012;124.557 Km;Belo Horizonte
Ford Fiesta 1.6 8v;29.900;2012;124.557 Km;Belo Horizonte
Nissan March 1.0 S 5p;39.900;2013;124.557 Km;Belo Horizonte
Honda Hr-v 1.8 Ex Flex Aut. 5p;82.000;2017;124.557 Km;Belo Horizonte
Volkswagen Up! 1.0 Take 5p;49.900;2019;124.557 Km;Belo Horizonte
Audi Q3 1.4 Tfsi Ambiente Flex S-tronic 5p;104.900;2018;124.557 Km;Belo Horizonte
Volkswagen Gol 1.6 Msi Trendline Total Flex 5p;43.900;2015;124.557 Km;Belo Horizonte
Renault Duster 1.6 16v Sce Flex Zen Manual;81.500;2022;124.557 Km;Belo Horizonte
Hyundai Hb20 1.0 Comfort Flex 5p;45.900;2015;124.557 Km;Belo Horizonte
Renault Sandero 1.0 Expression 16v Flex 4p Manual;37.900;2016;124.557 Km;Belo Horizonte
Fiat Palio 1.0 Mpi Attractive 8v Flex 4p Manual;35.900;2015;124.557 Km;Belo Horizonte
Hyundai Tucson 2.0 Mpfi Gls 16v 143cv 2wd Gasolina 4p Automático;45.900;2013;124.557 Km;Belo Horizonte
Honda Hr-v 1.5 Di I-vtec Flex Ex Cvt;149.900;2023;124.557 Km;Belo Horizonte
Ford Fiesta 1.6 Titanium Hatch 16v Flex 4p Powershift;54.900;2016;124.557 Km;Belo Horizonte
Chevrolet Onix 1.0 Mpfi Ls 8v Flex 4p Manual;42.900;2016;124.557 Km;Belo Horizonte
Fiat Palio 1.0 Fire Economy Flex 5p;31.990;2012;124.557 Km;Belo Horizonte
Chevrolet Equinox 1.5 16v Turbo Gasolina Lt Automático;119.900;2020;124.557 Km;Belo Horizonte
Chevrolet Celta 1.0l Lt;30.900;2013;124.557 Km;Belo Horizonte
Toyota Corolla 2.0 16v Xei Flex Multi-drive S 4p;97.900;2018;124.557 Km;Belo Horizonte
Fiat Mobi 1.0 Drive Flex 5p;44.500;2018;124.557 Km;Belo Horizonte
Volkswagen Gol 1.0 Trend Total Flex 5p;27.000;2013;124.557 Km;Belo Horizonte
Chevrolet Celta 1.0 Mpfi Life 8v Flex 2p Manual;22.900;2011;124.557 Km;Belo Horizonte
Ford Ecosport 1.5 Freestyle Flex 5p;79.900;2020;124.557 Km;Belo Horizonte
Kia Sportage 2.0 Lx 4x2 16v Flex 4p Automático;77.900;2015;124.557 Km;Belo Horizonte
Honda Hr-v Hr-v Touring;181.900;2023;124.557 Km;Belo Horizonte
Ford Ka 1.0 Se/se Plus Tivct Flex 5p;52.900;2020;124.557 Km;Belo Horizonte
Jeep Renegade 1.8 Sport Flex Aut. 5p;78.900;2020;79.389 Km;Igarapé
Renault Duster 1.6 16v Sce Flex Dynamique X-tronic;78.900;2020;79.389 Km;Igarapé
Jeep Compass 2.0 16v Flex Limited Automático;116.900;2019;79.389 Km;Igarapé
Citroën C3 1.4 I Glx 8v Flex 4p Manual;29.900;2012;79.389 Km;Igarapé
Renault Kwid Zen 2;59.900;2024;79.389 Km;Igarapé
Renault Sandero Renault Sandero Life 1.0 12v Sce (flex);44.900;2020;79.389 Km;Igarapé
Ford Ka 1.0 Se Plus Flex 4p;55.900;2020;79.389 Km;Igarapé
Volkswagen Saveiro Nova  Robust Mbvs Cabine Simples;58.900;2021;79.389 Km;Igarapé
Volkswagen Spacefox 1.6 Msi Trendline 8v Flex 4p Manual;53.900;2018;79.389 Km;Igarapé
Jeep Compass Longitude D;114.900;2020;79.389 Km;Igarapé
Bmw Z4 2.5 Roadster 23i I6 24v Gasolina 2p Automático;174.900;2011;79.389 Km;Igarapé
Toyota Hilux 2.7 Sr Cab. Dupla 4x2 Flex Aut. 4p;105.900;2013;79.389 Km;Igarapé
Toyota Corolla 2.0 Vvt-ie Flex Gli Direct Shift;115.000;2020;79.389 Km;Igarapé
Ford Ka 1.0 Se/se Plus Tivct Flex 5p;47.900;2020;79.389 Km;Igarapé
Renault Clio Exp1016vh;31.900;2014;79.389 Km;Igarapé
Volkswagen Jetta 1.4 Comfortline Tsi Aut. (br) 4p;79.990;2017;79.389 Km;Igarapé
Chevrolet Celta 1.0 Mpfi Lt 8v Flex 4p Manual;26.900;2012;79.389 Km;Igarapé
Nissan Kicks S Direct 1.6 16v Flex 5p Aut.;79.900;2019;79.389 Km;Igarapé
Fiat Argo 1.0 Drive Flex 5p;62.000;2022;79.389 Km;Igarapé
Jeep Renegade 1.8 16v Flex Longitude 4p Automático;76.990;2017;79.389 Km;Igarapé
Bmw X1 Xdrive 25i Sport 2.0/2.0 Flex Aut.;159.900;2019;79.389 Km;Igarapé
Ford Fiesta 1.6 16v Sel Flex 5p;50.000;2017;79.389 Km;Igarapé
Fiat Toro 1.8 16v Evo Flex Freedom Open Edition Plus Automático;84.900;2017;79.389 Km;Igarapé
Toyota Hilux Sw4 Srv;135.000;2013;79.389 Km;Igarapé
Volkswagen T-cross 1.4 250 Tsi Total Flex Highline Automático;148.250;2024;79.389 Km;Igarapé
Renault Logan 1.6 16v Sce Flex Zen Manual;59.990;2022;79.389 Km;Igarapé
Hyundai Hb20s C.plus/c.style 1.6 Flex 16v Mec.4p;57.900;2016;79.389 Km;Igarapé
Jeep Renegade 1.8 16v Flex Longitude 4p Automático;68.990;2016;79.389 Km;Igarapé
Jac J3 1.4 16v Gasolina 4p Manual;23.990;2012;79.389 Km;Igarapé
Volkswagen Fox Novo  Cl Me;46.900;2016;79.389 Km;Igarapé
Volkswagen T-cross 1.0 Comfortline 200 Tsi Aut. 5p;106.900;2023;79.389 Km;Igarapé
Chevrolet Vectra Gt 2.0 Flex Power 5p;34.900;2009;79.389 Km;Igarapé
Fiat Argo 1.0 Firefly Flex Manual;56.990;2021;79.389 Km;Igarapé
Fiat Argo 1.0 Firefly Flex Drive Manual;58.990;2021;79.389 Km;Igarapé
Fiat Argo 1.0 Firefly Flex Manual;59.990;2022;79.389 Km;Igarapé
Chevrolet Onix 1.4 Mpfi Activ 8v Flex 4p Manual;63.990;2019;79.389 Km;Igarapé
Chevrolet Tracker 1.0 Turbo Flex Ltz Automático;115.990;2023;79.389 Km;Igarapé
Fiat Toro 1.3 Volcano 16v Turbo Flex 4x2 Aut. 4p;144.900;2023;79.389 Km;Igarapé
Volkswagen Cross Up! 1.0 Tsi 5p;54.900;2017;79.389 Km;Igarapé
Hyundai Hb20s 1.6 Comfort Plus 16v Flex 4p Automático;66.900;2017;79.389 Km;Igarapé
Volkswagen Fox 1.6 Msi Comfortline 8v Flex 4p Automatizado;47.900;2015;79.389 Km;Igarapé
Fiat Bravo 1.8 16v Absolute Flex Dualogic 5p;34.900;2012;79.389 Km;Igarapé
Peugeot 2008 1.6 16v Flex Griffe 4p Automático;59.900;2016;79.389 Km;Igarapé
Ford Ka Se 1.0 Ha C;49.900;2020;79.389 Km;Igarapé
Toyota Hilux Sw4 2.8 Srx 4x4 7 Lugares 16v Turbo Intercooler Diesel 4p Automático;180.000;2017;79.389 Km;Igarapé
Renault Sandero 1.6 16v Flex Zen Manual;52.000;2020;79.389 Km;Igarapé
Chevrolet Tracker 1.8 Mpfi Ltz 4x2 16v Flex 4p Aut;68.900;2015;79.389 Km;Igarapé
Ford Ecosport 1.6 16v Freestyle Flex 5p;49.900;2013;79.389 Km;Igarapé
